timestamp,src_ip,dst_ip,protocol,src_port,dst_port,packets,bytes,duration,attack_type
2023-12-14 00:00:00,123.247.63.208,229.131.40.218,UDP,2236,27986,645,208633,24.94,Benign
2023-04-17 00:00:00,232.113.164.59,155.240.89.216,UDP,15282,57377,741,685669,76.09,R2L
2023-08-10 00:00:00,10.48.195.249,15.140.19.134,UDP,4851,26679,125,906791,104.03,Benign
2023-06-11 00:00:00,201.165.5.208,121.193.78.84,UDP,9578,61097,360,986326,71.84,Benign
2023-02-08 00:00:00,108.177.134.230,47.254.66.161,ICMP,55913,21233,632,222149,29.35,U2R
2023-12-01 00:00:00,106.176.31.212,142.51.244.163,UDP,17186,13195,621,505181,35.26,Probe
2023-01-11 00:00:00,96.152.191.239,117.121.252.103,ICMP,29617,10546,241,971412,102.9,Benign
2023-12-07 00:00:00,116.107.211.143,199.254.92.46,TCP,26643,32436,738,979296,171.62,Benign
2023-04-24 00:00:00,40.140.166.116,143.30.88.243,TCP,31009,51980,212,72769,243.94,Benign
2023-01-16 00:00:00,115.100.72.148,71.26.108.178,ICMP,35989,61704,505,793323,144.89,Benign
2023-12-09 00:00:00,220.61.207.154,65.26.226.210,UDP,54873,16503,637,164962,16.72,U2R
2023-10-10 00:00:00,32.225.108.65,86.80.129.70,TCP,40070,416,766,55680,271.34,DoS
2023-09-08 00:00:00,238.83.151.35,64.67.217.22,TCP,9026,57202,766,250271,208.7,Benign
2023-04-02 00:00:00,106.68.16.33,147.20.124.71,UDP,48021,31005,105,467754,106.78,Benign
2023-06-26 00:00:00,208.99.239.34,208.210.134.74,TCP,33239,2510,692,107926,110.77,Benign
2023-08-31 00:00:00,124.99.134.69,198.79.28.254,ICMP,12358,54337,428,216911,37.41,DoS
2023-07-26 00:00:00,177.44.134.152,200.159.240.232,TCP,28742,15323,188,237528,170.36,Benign
2023-12-16 00:00:00,211.84.184.152,93.80.166.190,TCP,46591,36900,857,892276,107.1,DoS
2024-01-01 00:00:00,9.84.122.96,230.159.149.51,UDP,482,17385,677,138793,118.65,Probe
2023-10-07 00:00:00,102.253.95.173,89.97.118.199,ICMP,32391,46284,276,744333,285.97,Benign
2023-07-10 00:00:00,2.240.253.127,140.192.67.251,TCP,20119,53795,846,305192,69.0,Probe
2023-07-04 00:00:00,29.71.236.192,196.244.243.140,UDP,49491,30718,937,984090,9.59,Benign
2023-11-27 00:00:00,45.15.240.171,253.85.121.84,TCP,38185,58202,238,236026,87.85,Benign
2023-12-22 00:00:00,134.195.86.55,8.121.164.64,UDP,15857,62131,393,107552,227.29,Benign
2023-04-25 00:00:00,111.45.113.103,47.121.98.163,TCP,14168,18923,594,217067,113.46,Benign
2023-01-02 00:00:00,63.49.82.226,40.200.232.135,ICMP,19781,54338,735,947718,172.48,Benign
2023-10-24 00:00:00,146.151.104.169,196.5.163.211,ICMP,55360,45801,551,10468,53.19,Benign
2023-04-13 00:00:00,156.91.54.214,33.35.30.173,TCP,12447,19715,723,624881,218.95,Benign
2023-01-28 00:00:00,194.11.65.66,155.134.178.225,TCP,49988,51418,587,57343,278.61,Benign
2023-12-02 00:00:00,234.204.217.60,228.221.144.228,TCP,65081,42375,627,992107,73.78,Benign
2023-10-26 00:00:00,238.72.213.86,146.86.217.179,UDP,15459,20582,987,346631,84.09,Benign
2023-03-05 00:00:00,36.129.46.35,76.11.116.23,ICMP,53795,21433,548,769670,217.63,U2R
2023-05-26 00:00:00,21.129.145.48,217.181.45.192,ICMP,38402,59997,286,910078,66.33,Benign
2023-12-11 00:00:00,39.250.102.239,44.252.230.142,TCP,21301,8120,933,684087,98.92,U2R
2023-09-17 00:00:00,95.101.163.25,231.88.159.200,UDP,26272,30689,55,228731,174.22,DoS
2023-04-28 00:00:00,226.121.151.151,29.9.182.92,UDP,29058,65250,581,499571,222.31,Benign
2023-12-25 00:00:00,33.200.150.10,73.221.93.176,TCP,23811,4871,135,957082,263.66,Benign
2023-11-03 00:00:00,229.189.174.246,226.227.212.100,TCP,119,38212,661,40910,131.53,Benign
2023-02-21 00:00:00,69.180.144.81,223.149.196.251,ICMP,14750,50502,6,10852,295.84,Benign
2023-08-06 00:00:00,122.171.235.60,231.149.212.178,UDP,56984,5230,438,780479,63.38,DoS
2023-12-29 00:00:00,183.154.56.137,179.144.26.190,UDP,61721,6988,597,156521,117.04,Benign
2023-03-27 00:00:00,37.216.90.26,209.45.52.192,TCP,4377,39697,524,7535,112.82,Probe
2023-05-17 00:00:00,96.242.248.125,247.55.50.40,TCP,3521,36563,656,98360,245.93,Benign
2023-04-04 00:00:00,193.47.64.240,219.60.52.216,UDP,6404,4958,495,67398,217.03,Benign
2023-01-09 00:00:00,112.156.151.46,175.136.184.73,UDP,5849,35684,50,946358,208.08,Benign
2023-08-08 00:00:00,209.204.119.78,152.172.2.192,TCP,58570,28993,560,747243,277.69,U2R
2023-06-11 00:00:00,165.5.235.212,1.10.2.55,UDP,4191,8310,225,692319,92.04,Benign
2023-01-11 00:00:00,116.235.249.120,194.225.249.147,TCP,34215,13912,51,452285,116.22,Benign
2023-01-19 00:00:00,251.12.117.115,221.220.131.229,UDP,500,36721,22,511065,241.98,Benign
2023-05-10 00:00:00,221.236.27.142,60.145.141.171,ICMP,42043,2664,758,515221,231.11,Benign
2023-06-22 00:00:00,115.23.50.208,181.244.105.101,ICMP,20304,17412,402,128415,64.7,R2L
2023-12-15 00:00:00,114.175.200.226,44.239.232.145,TCP,47817,39024,788,147438,126.09,Benign
2023-01-25 00:00:00,210.194.137.231,197.201.45.188,TCP,37516,21122,717,981571,131.75,DoS
2023-06-18 00:00:00,242.137.7.177,209.177.25.56,UDP,13831,39406,410,165296,23.3,Benign
2023-08-24 00:00:00,109.229.79.183,122.249.107.95,TCP,20584,37222,450,401996,38.46,Benign
2023-07-25 00:00:00,209.59.167.47,179.32.254.69,TCP,25137,3648,515,916897,122.0,Benign
2023-02-16 00:00:00,191.106.67.122,4.122.148.202,TCP,33404,11011,937,756344,54.85,Benign
2023-04-06 00:00:00,111.81.207.9,250.103.201.250,TCP,9997,10823,488,565947,57.63,Benign
2023-11-26 00:00:00,64.7.213.0,252.34.95.10,UDP,55869,61401,635,402171,84.0,U2R
2023-07-22 00:00:00,122.168.184.29,96.143.44.223,UDP,36640,56356,113,150860,140.44,Benign
2023-08-05 00:00:00,197.255.134.162,21.42.122.235,TCP,46066,46291,963,905619,104.76,R2L
2023-09-16 00:00:00,128.58.224.219,198.159.163.39,UDP,11543,60220,901,534220,190.07,Probe
2023-08-20 00:00:00,116.144.238.200,23.20.25.8,ICMP,53268,32842,795,426396,121.91,Benign
2023-08-03 00:00:00,199.200.129.25,27.20.248.137,UDP,55780,35798,660,783949,143.89,Benign
2023-06-17 00:00:00,130.19.206.223,175.122.199.116,UDP,33626,41878,901,362776,136.86,Benign
2023-08-05 00:00:00,171.177.109.157,221.203.196.25,UDP,7440,38338,715,80978,112.27,DoS
2023-03-01 00:00:00,232.118.126.88,19.16.115.150,TCP,12186,51986,733,872031,80.87,Benign
2023-07-07 00:00:00,237.0.189.126,196.105.83.17,TCP,6666,47629,805,639119,146.58,Probe
2023-02-06 00:00:00,239.122.157.193,87.155.233.65,UDP,4019,13296,618,477153,106.47,Benign
2023-08-17 00:00:00,27.13.161.167,54.207.174.243,ICMP,51269,44193,137,203984,166.55,Benign
2023-08-20 00:00:00,166.46.96.32,138.196.210.106,UDP,58329,45927,128,461105,191.4,Benign
2023-01-04 00:00:00,24.89.122.69,32.241.82.193,UDP,45106,40015,799,860064,159.23,Benign
2023-07-03 00:00:00,40.117.45.237,173.137.64.179,TCP,10320,50657,790,593361,222.97,Benign
2023-03-03 00:00:00,25.39.47.162,38.115.190.134,TCP,48521,50690,723,710516,83.63,Benign
2023-06-06 00:00:00,197.195.11.90,183.243.251.73,ICMP,13653,44413,350,634677,173.99,Probe
2023-08-18 00:00:00,68.221.45.16,109.214.93.2,TCP,52718,24470,475,104890,264.29,Benign
2023-11-23 00:00:00,11.228.173.30,9.162.158.140,ICMP,24877,20624,438,180328,249.08,Benign
2023-06-19 00:00:00,158.160.189.228,180.238.94.169,ICMP,46927,54701,911,162897,212.73,Benign
2023-10-22 00:00:00,144.94.95.67,103.128.34.42,TCP,9107,13118,484,537022,138.71,Benign
2023-06-11 00:00:00,138.182.220.217,144.100.145.63,ICMP,61833,3365,487,279996,36.88,Benign
2023-08-21 00:00:00,96.171.76.195,33.171.12.20,TCP,25883,10413,218,964246,219.69,Benign
2023-09-23 00:00:00,245.192.179.84,156.243.217.33,TCP,46181,16387,947,752900,222.45,Benign
2023-03-22 00:00:00,133.133.124.94,213.197.133.87,ICMP,30455,34314,836,657515,210.97,Benign
2023-04-01 00:00:00,2.128.172.25,66.19.230.187,TCP,5124,41030,407,387447,134.99,Benign
2023-01-08 00:00:00,26.231.23.147,95.39.27.163,TCP,29402,13098,631,765648,263.84,Benign
2023-04-28 00:00:00,236.27.173.187,138.97.185.93,ICMP,5016,35120,889,987163,31.25,Benign
2023-07-14 00:00:00,195.145.80.206,234.3.184.213,UDP,55907,51176,155,192459,278.89,DoS
2023-08-30 00:00:00,82.169.144.120,110.4.126.129,ICMP,46151,8837,296,34704,107.56,Probe
2023-01-18 00:00:00,210.101.214.242,193.211.220.99,UDP,60667,24766,350,975068,189.7,Probe
2023-09-17 00:00:00,181.176.250.6,86.0.166.79,UDP,52918,48609,878,430258,210.58,DoS
2023-10-26 00:00:00,187.45.187.60,141.232.91.90,UDP,44554,58080,148,999434,102.79,Benign
2023-07-06 00:00:00,246.167.73.188,247.162.25.125,ICMP,44046,11356,424,468525,221.37,Benign
2023-09-30 00:00:00,62.118.34.145,55.28.144.86,ICMP,20603,17593,173,246497,203.26,U2R
2023-06-26 00:00:00,204.46.119.62,204.227.80.34,UDP,35556,4666,679,179268,235.1,Benign
2023-06-04 00:00:00,66.7.30.101,201.131.89.211,UDP,18038,33016,697,473577,110.45,Benign
2023-05-14 00:00:00,18.127.195.9,194.69.67.65,TCP,29103,25731,57,845153,156.39,Probe
2023-11-07 00:00:00,138.19.220.239,252.230.17.233,TCP,44146,57621,165,200599,204.12,Benign
2023-09-26 00:00:00,44.193.246.7,71.57.21.226,TCP,779,44155,487,709514,129.43,Benign
2023-11-06 00:00:00,129.32.12.105,146.167.212.239,TCP,51973,11953,533,475840,60.59,Benign
2023-07-27 00:00:00,219.216.81.107,138.142.139.190,UDP,34024,27994,239,370598,242.86,U2R
2023-02-25 00:00:00,244.125.87.231,241.96.120.227,TCP,12924,730,566,36919,178.12,Benign
2023-03-19 00:00:00,220.59.156.192,36.44.143.228,TCP,57778,16277,716,861689,234.38,U2R
2023-02-24 00:00:00,42.204.153.70,29.63.197.170,UDP,15348,47423,228,354431,23.79,DoS
2023-12-05 00:00:00,20.6.255.188,66.222.127.8,UDP,47503,8991,678,227042,59.51,Benign
2023-10-04 00:00:00,203.221.234.107,83.99.125.127,TCP,41796,62919,825,215707,279.95,Benign
2023-11-01 00:00:00,91.178.236.182,204.116.62.24,TCP,10356,56511,446,970274,27.2,U2R
2023-09-10 00:00:00,68.11.234.156,58.12.17.53,TCP,19469,14283,757,498562,50.87,Benign
2023-11-30 00:00:00,134.77.192.206,90.33.183.15,TCP,53461,54779,241,772946,185.46,Benign
2023-07-19 00:00:00,205.90.96.30,94.162.42.247,UDP,64479,32558,897,73540,43.92,Benign
2023-08-25 00:00:00,253.181.133.49,255.48.159.168,ICMP,17525,52924,447,692903,44.4,Probe
2023-11-03 00:00:00,223.146.105.76,127.234.9.16,UDP,19373,52676,597,591370,242.43,Benign
2023-03-10 00:00:00,118.231.108.88,233.104.157.12,UDP,13991,39567,589,595166,209.83,Benign
2023-12-10 00:00:00,161.88.171.244,58.253.241.24,ICMP,15673,63133,794,190697,144.87,Benign
2023-08-04 00:00:00,195.92.210.200,157.97.19.77,TCP,799,9583,518,837502,297.58,Benign
2023-05-27 00:00:00,246.16.41.179,15.17.129.7,TCP,15640,23371,416,811019,109.6,Benign
2023-11-07 00:00:00,105.109.120.21,183.253.92.144,TCP,41364,20967,592,666025,275.32,Benign
2023-01-20 00:00:00,241.50.18.186,2.226.15.249,TCP,34686,61018,326,29151,71.86,Benign
2023-06-28 00:00:00,152.59.72.103,167.219.153.42,UDP,11041,22099,11,151793,36.3,Benign
2023-11-14 00:00:00,106.232.87.37,64.14.150.20,UDP,38240,53786,811,936374,147.87,Benign
2023-10-21 00:00:00,125.62.62.0,46.124.84.88,UDP,45632,10260,186,435000,160.29,Benign
2023-08-17 00:00:00,88.204.25.242,66.202.149.176,ICMP,28132,17195,521,831484,204.63,U2R
2023-12-06 00:00:00,154.138.1.161,203.5.89.151,ICMP,25719,14142,324,311485,87.73,U2R
2023-01-11 00:00:00,232.39.215.20,93.82.162.80,TCP,104,3611,795,3678,218.68,Benign
2023-10-08 00:00:00,170.135.132.75,83.19.0.115,ICMP,31725,6714,964,635814,218.26,Benign
2023-04-03 00:00:00,147.72.37.82,18.5.102.199,TCP,45747,43029,123,344051,54.25,Benign
2023-03-08 00:00:00,22.222.57.240,133.6.144.50,ICMP,12733,30391,145,195040,175.38,U2R
2023-03-28 00:00:00,29.95.199.117,87.11.223.5,ICMP,31732,18508,362,154404,287.66,Benign
2023-06-26 00:00:00,176.76.77.164,212.175.243.220,TCP,41908,41267,745,79119,50.88,DoS
2023-05-28 00:00:00,11.226.184.173,40.218.230.230,ICMP,1235,56857,983,223126,107.72,Benign
